r,c,BC,AC,WC
3,3,-1,3290,-1
4,4,-1,2719,-1
5,5,-1,2521,-1
6,6,-1,5391,-1
7,7,-1,13788,-1
8,8,-1,18173,-1
9,9,-1,48621,-1
10,10,-1,132484,-1
11,11,-1,314022,-1
12,12,-1,710654,-1
13,13,-1,1343447,-1
14,14,-1,2902779,-1
15,15,-1,6584148,-1
16,16,-1,15241903,-1
17,17,-1,36775760,-1
18,18,-1,111776464,-1
19,19,-1,277260346,-1
20,20,-1,704043103,-1
21,21,-1,2009653240,-1
22,22,-1,5645693918,-1
23,23,-1,14189550417,-1
24,24,-1,41855638766,-1
